ingredient,product_name,indication,report_type,report_date,era
탄산리튬,아이소렐에이60밀리그램주사액[비스쿰알붐(아종:아비에티스) 60밀리그램에서 추출한 수용성엑스],나정,공급부족,2023-11-14,2023-01-01~
로라제팜,삼진로라제팜주,용액주사제,공급부족,2023-11-13,2023-01-01~
로라제팜,삼진로라제팜주,용액주사제,공급부족,2023-11-13,2023-01-01~
L-카르니틴,아이소렐에이36밀리그램 주사액 [비스쿰알붐 (아종: 아비에티스) 60밀리그램에서 추출한수용성엑스],경구용액제,공급부족,2023-11-10,2023-01-01~
"스피라마이신,메트로니다졸",로도질정,필름코팅정,공급중단,2023-11-10,2023-01-01~
폴리네이트칼슘,화이자류코보린주(폴리네이트칼슘),용액주사제,공급중단,2023-11-08,2023-01-01~
베네토클락스,벤클렉스타정100밀리그램(베네토클락스),필름코팅정,공급부족,2023-11-08,2023-01-01~
치오펜탈나트륨,펜토탈소디움0.5그램주(치오펜탈나트륨),용액용동결건조분말주사제,공급중단,2023-11-08,2023-01-01~
폴리네이트칼슘,페르본주사50밀리그람(폴리네이트칼슘),용액주사제,공급중단,2023-11-02,2023-01-01~
약용탄,차코트레이스주(약용탄),현탁액주사제,공급중단,2023-11-02,2023-01-01~
폴리네이트칼슘,페르본주사100밀리그람(폴리네이트칼슘),용액주사제,공급중단,2023-11-02,2023-01-01~
글리피지드,다이그린정(글리피지드),나정,공급중단,2023-11-02,2023-01-01~
모보서티닙숙신산염,엑스키비티캡슐40밀리그램(모보서티닙숙신산염),"경질캡슐제, 산제",공급중단,2023-10-31,2023-01-01~
"아스피린,디피리다몰",스트록스타서방캡슐,"서방성캡슐제, 펠렛",공급중단,2023-10-30,2023-01-01~
E.coli strain Nissle 1917의 Biomass,뮤타플로현탁액 (E.coli strain Nissle 1917),경구용현탁액제,공급중단,2023-10-27,2023-01-01~
주사용아스피린리신90%,알타질주(주사용아스피린리신90%),용액용분말주사제,공급부족,2023-10-27,2023-01-01~
E.coli strain Nissle 1917의 동결건조물,뮤타플로캡슐(E.coli strain Nissle 1917의 동결건조물),"경질캡슐제, 산제",공급중단,2023-10-27,2023-01-01~
미토테인,리소드렌정500밀리그람(미토테인),나정,공급부족,2023-10-27,2023-01-01~
프로게스테론,크리논겔8%(프로게스테론),질용겔제,공급부족,2023-10-24,2023-01-01~
디-페니실라민,알타민캡슐250밀리그램(디-페니실라민),"경질캡슐제, 산제",공급부족,2023-10-24,2023-01-01~
장티푸스균 정제브이아이 협막 폴리사카라이드 (균주명: Salmonella typhi Ty2),지로티프-주(정제브이아이장티푸스백신)(수출명 : TYPHIX Injection),용액주사제,공급중단,2023-10-23,2023-01-01~
니세르골린,사미온정(니세르골린),당의정,공급부족,2023-10-15,2023-01-01~
니세르골린,사미온정(니세르골린),당의정,공급부족,2023-10-15,2023-01-01~
"프레드니솔론,네오마이신황산염",더마스톤지크림,피부크림제,공급중단,2023-10-12,2023-01-01~
마페니드아세트산염,메페드크림(마페니드아세트산염),피부크림제,공급중단,2023-10-12,2023-01-01~
엘-아스파라기나제,에르위나제주(엘-아스파라기나제),용액용동결건조분말주사제,공급부족,2023-10-11,2023-01-01~
글루콘산제이철나트륨착염,훼리탑캡슐(글루콘산제이철나트륨착염),"경질캡슐제, 산제",공급부족,2023-09-27,2023-01-01~
베시포비르디피복실말레산염,베시보정(베시포비르디피복실말레산염),나정,공급부족,2023-09-27,2023-01-01~
미세올란자핀,자이프렉사자이디스확산정5밀리그램(미세올란자핀),구강붕해정,공급중단,2023-09-27,2023-01-01~
미세올란자핀,자이프렉사자이디스확산정10밀리그램(미세올란자핀),구강붕해정,공급중단,2023-09-27,2023-01-01~
피모짓,명인피모짓정1밀리그램(수출용),나정,공급중단,2023-09-25,2023-01-01~
D-만니톨,중외15%만니톨주사액,수액제,공급중단,2023-09-15,2023-01-01~
"인슐린데글루덱,리라글루티드",줄토피플렉스터치주,용액주사제,공급부족,2023-09-15,2023-01-01~
트라마돌염산염,지트람엑스엘서방정150밀리그람(트라마돌염산염),서방성필름코팅정,공급부족,2023-09-14,2023-01-01~
프랄라트렉세이트,폴로틴주사20mg/ml(프랄라트렉세이트),용액주사제,공급중단,2023-09-14,2023-01-01~
트라마돌염산염,지트람엑스엘서방정200밀리그람(트라마돌염산염),서방성필름코팅정,공급부족,2023-09-14,2023-01-01~
과붕산나트륨,페라세이프(과붕산나트륨),체외,공급중단,2023-09-12,2023-01-01~
플로목세프나트륨,일동후루마린주사0.5그램(플로목세프나트륨),용액용동결건조분말주사제,공급부족,2023-09-12,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2023-09-08,2023-01-01~
졸미트립탄,조믹정2.5밀리그램(졸미트립탄),필름코팅정,공급부족,2023-09-06,2023-01-01~
세티리진염산염,세노바액(세티리진염산염),경구용액제,공급부족,2023-09-06,2023-01-01~
다나졸,영풍다나졸200mg캡슐,"경질캡슐제, 산제",공급부족,2023-09-04,2023-01-01~
부프레노르핀,트랜스텍패취52.5μg/h(부프레노르핀),경피흡수제,공급중단,2023-08-29,2023-01-01~
부프레노르핀,트랜스텍패취70μg/h(부프레노르핀),경피흡수제,공급중단,2023-08-29,2023-01-01~
부프레노르핀,트랜스텍패취35μg/h(부프레노르핀),경피흡수제,공급중단,2023-08-29,2023-01-01~
라로트렉티닙황산염,비트락비액(라로트렉티닙황산염),경구용액제,공급부족,2023-08-18,2023-01-01~
바실릭시맙,"씨뮬렉트주사(바실릭시맙)(단클론항체,유전자재조합)",용액용동결건조분말주사제,공급부족,2023-08-18,2023-01-01~
비스쿰알붐 (아종: 아비에티스) 60밀리그램에서 추출한 수용성엑스,아이소렐에이6밀리그램 주사액 [비스쿰알붐 (아종: 아비에티스) 60밀리그램에서 추출한 수용성엑스],용액주사제,공급중단,2023-08-11,2023-01-01~
비스쿰알붐 (아종: 아비에티스) 60밀리그램에서 추출한 수용성엑스,아이소렐 에이 24밀리그램 주사액 [비스쿰알붐(아종: 아비에티스 60밀리그램에서 추출한수용성엑스],용액주사제,공급중단,2023-08-11,2023-01-01~
비스쿰알붐 (아종: 아비에티스) 60밀리그램에서 추출한 수용성엑스,아이소렐에이12밀리그램 주사액 [비스쿰알붐(아종: 아비에티스) 60밀리그램에서 추출한 수용성엑스],용액주사제,공급중단,2023-08-11,2023-01-01~
비스쿰알붐 (아종: 아비에티스) 60밀리그램에서 추출한 수용성엑스,아이소렐에이1밀리그램 주사액 [비스쿰알붐 (아종: 아비에티스) 60밀리그램에서 추출한 수용성엑스],용액주사제,공급중단,2023-08-10,2023-01-01~
밀리논,프리마코주(밀리논),용액주사제,공급부족,2023-08-10,2023-01-01~
슈가마덱스나트륨,브리디온주(슈가마덱스나트륨),용액주사제,공급중단,2023-08-09,2023-01-01~
세티리진염산염,세노바액(세티리진염산염),경구용액제,공급부족,2023-08-08,2023-01-01~
인슐린아스파트,노보래피드주100단위/밀리리터(인슐린아스파트),용액주사제,공급부족,2023-08-01,2023-01-01~
"페노피브레이트,프라바스타틴나트륨",프라바페닉스캡슐,"경질캡슐제, 과립제정제",공급중단,2023-07-31,2023-01-01~
포도당,디아솔에스액(포도당),경구용액제,공급중단,2023-07-25,2023-01-01~
콜린알포세레이트,그리아산제(콜린알포세레이트),산제,공급중단,2023-07-25,2023-01-01~
카보머,시카플루이드점안겔(카보머),피부용겔제,공급부족,2023-07-24,2023-01-01~
피나베륨브롬화물,핀베린정(피나베륨브롬화물),필름코팅정,공급중단,2023-07-24,2023-01-01~
피나베륨브롬화물,핀베린정(피나베륨브롬화물),필름코팅정,공급중단,2023-07-24,2023-01-01~
아세틸시스테인,"세브론시럽(아세틸시스테인)(수출명:뮤시스틴시럽,스파탐시럽)",액상시럽제,공급부족,2023-07-21,2023-01-01~
"탄산수소나트륨,타르타르산",로바스과립,발포과립제,공급중단,2023-07-21,2023-01-01~
아트로핀황산염수화물,알콘아트로핀황산염1%점안제(아트로핀황산염수화물),점안용액제,공급부족,2023-07-20,2023-01-01~
플루오레세인나트륨,후루오레사이트주사10%(플루오레세인나트륨)(바이알),점안주사제,공급부족,2023-07-20,2023-01-01~
이소소르비드이질산염,이소켓스프레이(이소소르비드이질산염),일반액상분무제,공급중단,2023-07-19,2023-01-01~
옥시토신농축액,중외옥시토신주,용액주사제,공급부족,2023-07-17,2023-01-01~
옥시코돈염산염,오코돈서방정40밀리그램(옥시코돈염산염),서방성필름코팅정,공급부족,2023-07-17,2023-01-01~
"설파메톡사졸,트리메토프림",코트림주사액,용액주사제,공급중단,2023-07-14,2023-01-01~
카페시타빈,젤로다정500밀리그램(카페시타빈),필름코팅정,공급부족,2023-07-13,2023-01-01~
L-카르니틴,엘칸액(엘-카르니틴),경구용액제,공급부족,2023-07-12,2023-01-01~
아지트로마이신수화물,지스로맥스건조시럽(아지트로마이신수화물),"건조시럽제, 산제",공급부족,2023-07-12,2023-01-01~
푸로파라카인염산염,알카인0.5%점안액(푸로파라카인염산염),점안용액제,공급부족,2023-07-12,2023-01-01~
"히알우론산나트륨,황산 콘드로이친 나트륨",비스코트점안액,점안주사제,공급부족,2023-07-12,2023-01-01~
트라조돈염산염,트리티코서방정75밀리그람(트라조돈염산염),서방정,공급중단,2023-07-10,2023-01-01~
카르보시스테인,리나치올시럽(카르보시스테인)(수출명:HyundiolSyrup),액상시럽제,공급중단,2023-06-30,2023-01-01~
지프라시돈염산염 일수화물,젤독스캡슐60밀리그램(지프라시돈염산염일수화물),"경질캡슐제, 산제",공급부족,2023-06-29,2023-01-01~
아세브로필린,설포라제CR서방정(아세브로필린) ,서방성필름코팅정,공급중단,2023-06-27,2023-01-01~
간시클로버,싸이메빈정주(간시클로버),용액용동결건조분말주사제,공급부족,2023-06-22,2023-01-01~
이소소르비드이질산염,이소켓스프레이(이소소르비드이질산염),일반액상분무제,공급부족,2023-06-21,2023-01-01~
디-페니실라민,알타민캡슐150밀리그램(디-페니실라민),"경질캡슐제, 산제",공급부족,2023-06-20,2023-01-01~
트레티노인,스티바에이크림0.05%(트레티노인),피부크림제,공급중단,2023-06-19,2023-01-01~
그라니세트론염산염,그라트릴오디정(그라니세트론염산염),구강붕해정,공급중단,2023-06-14,2023-01-01~
카르베딜롤과립,딜라트렌에스알캡슐64밀리그램(카르베딜롤),"서방성캡슐제, 펠렛",공급부족,2023-06-14,2023-01-01~
독소루비신염산염,일동아드리아마이신알.디.에프.주사50밀리그램(독소루비신염산염),용액용동결건조분말주사제,공급중단,2023-06-13,2023-01-01~
덱스라족산,카디옥산주500밀리그램(덱스라족산),용액용동결건조분말주사제,공급부족,2023-06-13,2023-01-01~
수두사람면역글로불린,녹십자-수두사람면역글로불린주,용액주사제,공급부족,2023-06-07,2023-01-01~
단트롤렌나트륨수화물,아노렉스캡슐25밀리그램(단트롤렌나트륨수화물),"경질캡슐제, 산제",공급부족,2023-06-02,2023-01-01~
설타미실린토실산염수화물,유나신정375mg(설타미실린토실산염수화물),필름코팅정,공급중단,2023-06-02,2023-01-01~
세프카펜피복실염산염수화물,후로목스정100밀리그램(세프카펜피복실염산염수화물),필름코팅정,공급부족,2023-06-01,2023-01-01~
미분화부데소니드,부데코트흡입액(미분화부데소니드),정량현탁분무제,공급중단,2023-06-01,2023-01-01~
에파비렌즈,스토크린정600밀리그램(에파비렌즈),필름코팅정,공급중단,2023-05-31,2023-01-01~
클로파지민,라프렌연질캡슐50밀리그램(클로파지민),"연질캡슐제, 액상",공급부족,2023-05-26,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2023-05-26,2023-01-01~
세프카펜피복실염산염수화물,소아용후로목스세립(세프카펜피복실염산염수화물),세립,공급부족,2023-05-23,2023-01-01~
트라벡테딘,욘델리스주사1.0밀리그램(트라벡테딘),용액용동결건조분말주사제,공급부족,2023-05-23,2023-01-01~
오르니다졸,토미졸주(오르니다졸),용액주사제,공급중단,2023-05-23,2023-01-01~
세프카펜피복실염산염수화물,후로목스정100밀리그램(세프카펜피복실염산염수화물),필름코팅정,공급부족,2023-05-23,2023-01-01~
플루바스타틴나트륨,자이렙엑스엘서방정(플루바스타틴나트륨),서방성필름코팅정,공급중단,2023-05-23,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2023-05-22,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2023-05-22,2023-01-01~
"부데소니드,살메테롤지나포산염(미분화)",제피러스흡입용캡슐300/25마이크로그램,"정량흡입제, 분말제",공급중단,2023-05-19,2023-01-01~
니프라딜롤,현대하이파딜점안액(니프라딜롤),점안용액제,공급부족,2023-05-19,2023-01-01~
"부데소니드,살메테롤지나포산염(미분화)",제피러스흡입용캡슐150/25마이크로그램,"정량흡입제, 분말제",공급중단,2023-05-19,2023-01-01~
"황산아연수화물,프라목신염산염",헤모렉스좌제,"항문용좌제, 수용성",공급중단,2023-05-17,2023-01-01~
세프티족심나트륨,종근당세프티족심주1그램(세프티족심나트륨)(수출명:웰족스주1그램),용액용분말주사제,공급중단,2023-05-17,2023-01-01~
락티톨수화물,포탈락산(락티톨수화물),산제,공급중단,2023-05-16,2023-01-01~
